Year,Month,Day,Maximum Relative HumidityPct,Minimum Relative HumidityPct,Average Relative HumidityPct,Minimum Wind Chill Index Temperature,Maximum Wind SpeedMph,Minimum Wind SpeedMph,Average Wind SpeedMph,Standard Deviation of Wind Speed at 10m Mph,Maximum Wind GustMph,Maximum Wind Speed at 2m Mph,Minimum Wind Speed at 2m Mph,Average Wind Speed at 2m,Standard Deviation of Wind Speed at 2m Mph,Maximum Solar Radiation MJ/square meters,Total Solar Radiation MJ/square meters
2011,7,26,52.49,13.62,30.38,-996,18.34,3.13,10.97,3.92,28.57,14.69,2.85,8.47,3.47,1165.16,26.89
2011,7,27,45.53,14.57,27.02,-996,18.28,6.54,12.89,2.71,26.82,15.39,4.97,10.36,2.38,993.91,29.04
2011,7,28,51.3,14.62,29.34,-996,18.19,3.95,10.58,2.73,24.56,14.8,3.42,8.45,2.3,1084.57,30.08
2011,7,29,57.8,20.12,35.73,-996,17.77,2.19,9.53,3.02,25.95,14.49,1.84,7.54,2.68,1104.72,28.23
2011,7,30,58.1,24.14,38.92,-996,17.37,2.9,10.29,2.97,25.43,14.49,1.27,8.07,3.1,1150.05,27.47
2011,7,31,54.84,19.39,34.62,-996,16.03,3.16,8.54,2.8,24.05,13.62,1.19,6.45,3.01,1100.52,27.71
2011,8,1,47.29,15.97,27.47,-996,17.26,0.5,8.92,3.33,34.05,14.8,0,6.65,3.29,993.07,29.33
2011,8,2,47.42,12.67,24.26,-996,16.9,0.57,9.44,3.18,28.21,14.09,0,7.09,3.29,999.79,29.54
2011,8,3,50.92,14.77,29.24,-996,15.15,0.15,6.87,3.07,20.24,12.79,0,4.87,2.8,1037.57,27.42
2011,8,4,54.5,12.28,27.14,-996,20.58,1.43,10.73,3.39,27.76,17.03,0,8.36,3.19,1003.15,28.48
2011,8,5,41.9,13.44,23.21,-996,19.28,2.06,11.19,3.21,26.53,15.99,1.45,8.72,3,1066.95,28.19
2011,8,6,57.23,13.77,33.04,-996,27.29,0.15,10.68,4.76,38.07,21.79,0,8.46,4.25,1077.86,27.84
2011,8,7,40.98,12.98,26.46,-996,19.15,3.48,11.54,3,30.47,16.01,2.26,9.23,2.69,1137.46,28.67
2011,8,8,69.58,16.94,30.13,-996,20.33,3.91,13.16,3.72,28.57,17.35,1.64,10.43,3.57,983.84,28.35
2011,8,9,83.6,16.39,49.17,-996,29.48,1.93,9.16,4.11,38.01,21.3,0,7.08,3.3,976.29,27.78
2011,8,10,84.7,14.79,48.23,-996,24.52,1.4,11.45,4.95,35.08,20.33,0.47,9.01,4.33,986.36,25.43
2011,8,11,70.95,28.99,50.74,-996,31.59,8.14,17.26,6.34,41,25.68,5.76,13.69,5.48,1030.01,25.31
2011,8,12,89.6,20.7,52.09,-996,30.51,2.05,12.07,5.29,41.5,24.81,1.81,9.88,4.11,965.37,27.38
2011,8,13,91.3,41.25,68.5,-996,18.75,0.85,7.94,4.07,26.75,14.87,0.41,6.03,3.22,1121.51,25.38
2011,8,14,87.6,27.91,55.29,-996,13.54,3.27,6.87,2,21.92,11.74,0.32,5.08,2.26,1007.35,27.37
2011,8,15,73.26,23.14,43.41,-996,19.04,0.95,9.68,4.17,24.11,15.35,0,7.39,3.94,1103.04,18.94
2011,8,16,56.54,16.88,32.97,-996,19.75,2.71,12.52,3.38,30.11,16.43,2.05,9.79,3.49,970.41,27.18
2011,8,17,51.37,17.89,33.7,-996,24,0.87,7.16,4.39,31.94,19.22,0,5.36,3.76,1108.92,22.64
2011,8,18,64.15,14.63,34.47,-996,18.72,1.47,8.34,3.68,30.91,15.15,0,6.27,3.5,1004.83,26.8
2011,8,19,43.88,11.9,25.97,-996,19.44,5.06,11,3.73,29.01,16.06,1.89,8.24,3.96,979.64,27.6
2011,8,20,43.12,15.7,26.31,-996,19.15,0.88,10.04,3.61,28.43,15.96,0,7.56,3.68,1030.01,27.46
2011,8,21,44.97,16.09,27.2,-996,16.73,0.56,9.12,4.01,23.76,13.89,0,6.99,3.8,1083.74,25.4
2011,8,22,48.26,16.06,29.5,-996,19.1,1.54,10.53,3.91,27.47,15.8,0,8.13,3.86,988.04,26.29
2011,8,23,47.03,17.28,29.19,-996,19.73,6.57,11.25,2.76,25.37,16.44,2.92,8.7,2.97,956.14,26.55
2011,8,24,47.66,14.99,28.7,-996,20.38,1.99,7.49,2.9,25.57,17.2,0,5.64,2.67,967.05,25.44
2011,8,25,63.9,22.12,38.88,-996,18.32,3.72,10.95,3.53,24.92,15.64,0,8.26,3.74,946.9,26.34
2011,8,26,58.19,11.92,33.47,-996,10.38,2.05,6.89,1.84,16.88,9.14,0.89,4.83,1.42,956.14,26.49
2011,8,27,53.14,11.97,27.31,-996,12.26,0.15,6.15,2.67,18.19,10.98,0,4.18,2.09,964.53,26.89
2011,8,28,47.7,11.12,24.85,-996,18.48,2.94,9.12,2.43,30.33,14.65,2.44,6.99,2.13,977.96,21.78
2011,8,29,39.91,17.38,26.13,-996,13.92,0.7,8.05,2.74,19.37,12.37,0,5.9,2.71,1134.1,15.43
2011,8,30,38.92,11.03,22.93,-996,29.86,7.09,14.79,4.72,43.55,23.33,4.55,11.56,4.07,1098.85,17.95
2011,8,31,32.44,12.88,22.55,-996,24.02,9.34,15.14,3.26,29.15,19.33,5.81,11.88,3.04,1108.92,20.29
2011,9,1,43.07,17.67,27.81,-996,20.13,6.16,12.3,2.9,34.49,16.96,3.51,9.59,3.03,932.63,25.59
2011,9,2,47.36,15.9,31.03,-996,17.45,3.18,9.1,3.01,25.95,14.58,0,6.96,3.04,1073.66,24.53
2011,9,3,60.97,21.07,37.64,-996,29.71,2.35,8.82,3.79,39.3,21.21,1.94,6.57,3.1,927.6,23.63
2011,9,4,74.77,19.33,47.87,-996,27.42,10.48,19.77,3.97,36.82,23.26,8.25,16.32,3.55,1089.61,18.97
2011,9,5,59.45,13.58,31.38,-996,18.81,4.8,10.94,3.14,35.01,16.68,2,8.58,3.62,992.23,27.57
2011,9,6,57.65,14.87,30.72,43.34,10.17,0.63,5.95,2.03,13.23,8.85,0,3.9,2,966.21,26.6
2011,9,7,43.85,16,27.89,-996,19.01,0.47,8.57,3.64,25.79,16.07,0,6.36,3.51,1066.11,16.57
2011,9,8,57.56,18.98,33.03,-996,13.8,1.3,6.28,2.35,20.09,10.74,0,4.15,2.31,975.45,24.49
2011,9,9,58.68,15.26,31.07,-996,16.49,2.09,7.87,2.8,34.27,14.58,0,5.72,3.14,966.21,26.33
2011,9,10,50.86,13.11,29.38,-996,15.42,2.22,6.93,2.34,20.67,13.06,0,4.56,2.34,946.07,25.67
2011,9,11,62.13,18.31,36.47,-996,11.94,1.55,6.04,2.4,15.71,8.7,0,4,2,933.47,25.18
2011,9,12,51.03,11.78,26.84,-996,18.16,2.53,9.89,3.67,26.31,15.13,0,7.26,3.74,917.52,24
2011,9,13,44.05,12.14,23.61,-996,24.92,0.34,10.29,5.08,32.44,17.57,0,6.78,4.23,1012.38,17.41
2011,9,14,73.52,32.76,47.49,-996,26.31,1.19,15.32,4.84,34.56,22.41,0,12.38,4.59,1110.6,16.18
2011,9,15,94,75.06,84.99,-996,23.4,4.62,10.61,3.22,29.01,17.81,3.78,8.27,2.5,351.82,4.5
2011,9,16,96.1,58.87,83.47,-996,13.81,2.83,7.89,2.35,18.41,11.25,1.31,6.36,2.03,988.04,17.71
2011,9,17,99.6,35.87,77.59,-996,23.73,3.74,13.4,4.84,46.19,18.57,1.9,10.63,4.14,920.04,20.8
2011,9,18,90.6,21.57,58.82,-996,20.11,4.11,12.05,3.67,27.76,15.36,1.03,8.78,3.45,902.41,23.39
2011,9,19,94.5,15.46,51.83,-996,13.03,0.57,7.39,2.31,16.95,11.36,0,5.22,2.01,917.52,24.4
2011,9,20,76.01,16.21,41.22,-996,18.52,2.24,10.49,3.67,25.72,15.16,0,7.9,3.81,898.22,23.71
2011,9,21,65.55,25.98,43.83,-996,25.3,4.91,14.67,5.15,34.05,21.88,2.23,12.05,4.74,941.87,21.97
2011,9,22,93.4,36.51,67.93,-996,29.15,3.21,12.04,6.14,39.53,24.7,2.58,9.62,5.63,997.27,17.2
2011,9,23,97.3,27.21,62.44,44.89,16.01,0.17,8.44,3.65,22.37,13.89,0,5.95,3.89,892.34,23.42
2011,9,24,80.3,12.9,44.78,-996,10.89,0.2,6.12,2.68,15.27,8.91,0,4.21,2.17,952.78,21.61
2011,9,25,67.47,23.1,42.39,-996,20.29,3.25,11.09,3.52,26.53,17.3,0.52,8.6,3.86,871.35,22.42
2011,9,26,65.45,19.23,41.08,-996,13.95,2.14,8.13,2.36,18.86,11.78,0,5.78,2.61,997.27,21.38
2011,9,27,54.92,19.52,36.43,-996,13.18,3.43,7.81,1.88,22.66,11.96,1.25,5.56,2.25,894.02,21.75
2011,9,28,69.05,18.73,38.17,-996,13.4,1.36,7.41,2.75,19.8,11.43,0,5.16,2.93,860.44,22.04
2011,9,29,56.94,16.04,33.27,-996,29.15,0.97,14.09,8.63,37.04,24.92,0,11.3,8.01,847.01,21.48
2011,9,30,31.66,11.84,22.11,-996,17.88,5.79,11.27,3.43,23.02,15.33,2.72,9,3.67,878.07,22.45
2011,10,1,51.5,16.35,30.17,48.9,14.45,1.26,8.87,3.02,20.38,12.52,0,6.38,3.24,860.44,22.1
2011,10,2,47.98,12.69,27.52,-996,17.33,5.61,10.93,2.56,29.44,13.9,2.52,8.16,2.98,856.24,21.92
2011,10,3,52.82,19.4,33.31,-996,14.98,6.95,9.89,1.57,20.98,12.35,3.17,7.36,1.95,845.33,21.44
2011,10,4,59.54,14.29,34.65,-996,18.28,2.86,10.34,3.1,24.99,15.72,1.65,7.68,3.17,853.73,21.65
2011,10,5,59.98,32.55,44.37,-996,24.61,3.5,13.6,5.44,31.79,19.8,0,10.45,5.15,740.4,10.03
2011,10,6,66.87,43.67,54.3,-996,30,15.13,23.14,3.94,39.39,24.09,12.03,18.6,3.21,718.57,11.77
2011,10,7,75.86,31.76,59.36,-996,29.62,13.01,22.3,3.06,38.72,24.25,10.75,17.97,2.6,936.83,12.76
2011,10,8,97.5,63.19,85.96,-996,28.23,1,17,7.55,36.91,22.59,0.15,13.59,6.13,179.98,1.88
2011,10,9,98.1,77.32,90.94,-996,27.6,1.04,8.54,5.66,32.88,20.54,0,6.51,4.72,712.7,7.27
2011,10,10,99.8,61.69,87.18,-996,10.54,0.9,5,2.1,14.61,8.34,0,3.23,2.1,956.14,17.91
2011,10,11,97.6,62.22,82.86,-996,29.66,1.97,10.55,5.06,46.91,22.62,0,7.7,4.54,896.54,15.61
2011,10,12,92.8,29.68,68.89,-996,18.72,0.8,8.93,3.67,22.66,14.58,0,6.53,3.1,894.02,19.73
2011,10,13,83.1,19.15,54.25,45.37,11.33,0.86,7.16,2.43,13.3,8.16,0.41,4.88,1.55,823.5,20.48
2011,10,14,82,21.84,54.22,-996,20.02,5.09,11.48,4.14,36.75,16.67,2.46,8.42,4.08,801.68,19.89
2011,10,15,83.9,31.35,56.73,-996,15.57,4.47,10.29,2.48,21.05,12.97,2.05,7.62,2.63,794.96,19.58
2011,10,16,82.9,20.56,53.55,-996,17.72,3.78,10.13,3.38,23.67,14.51,0.04,7.22,3.57,808.39,19.9
2011,10,17,86.4,34.89,56.82,-996,32.55,4.88,14.4,8.45,45.39,26.73,2.78,11.3,7.24,891.5,18.45
2011,10,18,74.94,20.11,43.65,41.09,30.53,5.07,18.64,6.74,39.1,25.08,2.58,14.67,6.23,803.36,19.68
2011,10,19,76.34,19.56,43.76,32.34,23.29,4.39,11.58,5.67,29.53,19.33,1.63,8.48,5.73,805.04,19.74
2011,10,20,76.12,22.77,47.01,34.73,22.15,3.33,10.09,4.79,29.53,18.75,0,7.33,4.71,784.05,19.13
2011,10,21,82.4,21.06,50.65,37.2,12.46,2.59,7.51,2.23,16.37,10.42,0.69,5.09,1.67,785.73,19.09
2011,10,22,89.4,40.54,64.37,-996,22.68,1.97,9.91,3.94,29.3,19.6,0,7.68,3.86,742.08,17.54
2011,10,23,94.3,19.2,59.67,-996,13.3,0.22,6.69,3.26,16.37,11,0,4.7,2.45,764.74,18.42
2011,10,24,89.7,15.12,51.36,-996,24.23,1.72,11.8,6.96,29.89,19.69,0,9.06,5.92,766.42,18.44
2011,10,25,84,22.32,52.5,-996,21.56,4.69,12.88,4.19,27.47,17.47,2.35,9.75,3.91,773.98,15.36
2011,10,26,69.67,37.55,51.81,-996,28.1,4.95,16.98,4.98,37.49,23.11,2.47,13.96,4.62,762.22,16.25
2011,10,27,93.9,57.13,88.64,34.83,28.54,3.66,13.73,4.95,37.2,23.17,2.33,11.16,4.28,187.7,2.44
2011,10,28,96.4,38.58,75.34,29.97,11.26,0.17,5.99,1.7,13.67,9.5,0,4.13,1.74,759.71,18.11
2011,10,29,94.5,46.49,72.81,31.16,21.32,3.31,10.46,4.85,26.66,16.63,0.08,7.46,4.51,748.79,17.86
2011,10,30,91.5,41.13,70.25,37.57,19.01,0.32,8.27,4.19,22.95,16.82,0,6.19,4.35,723.61,16.51
2011,10,31,94.9,41.24,71.78,34.63,14.91,0.15,7.47,4.22,18.92,11.57,0,5.1,3.62,736.2,17.44
2011,11,1,92.2,44.02,71.72,-996,22.93,7.97,14.42,4,28.57,18.68,5,11.01,3.77,715.22,16.69
2011,11,2,94,47.09,70.09,29.36,37.11,5.76,21.37,8.91,46.55,30.27,3.71,17.04,7.49,778.17,12.24
2011,11,3,83.5,21.25,52.74,22.03,16.53,0.38,9.5,4.58,22.57,13.99,0,7.35,4.15,752.99,17.87
2011,11,4,87.4,21.19,50.14,24.92,15.6,1.21,8.8,3.76,20.83,12.52,0,6.57,3.65,718.57,16.4
2011,11,5,78.55,22.85,46.06,35.71,31.43,5.9,17.74,6.67,38.72,25.43,3.49,13.93,5.78,745.44,14.06
2011,11,6,91.6,17.27,52.26,38.78,18.05,0.93,9.75,3.23,23.09,13.89,0,6.74,3.18,707.66,16.45
2011,11,7,99.4,64.4,86.11,-996,30.49,2.46,15.43,6.92,42.23,24.25,1.28,12,5.93,688.35,7.84
2011,11,8,97.3,72.16,86.9,33.41,28.16,7.41,16.03,4.49,33.53,23.15,6.3,13.06,3.44,721.93,8.03
2011,11,9,92.8,51.46,76.88,29.11,19.15,3.55,10.25,4.32,24.56,15.42,0,7.45,4.33,752.15,15.09
2011,11,10,95.3,33.69,70.88,25.49,16.52,3.4,8.92,2.66,20.98,13.48,2,6.14,2.63,698.43,16.21
2011,11,11,83.7,30.4,60.04,30.55,17.89,4.75,11.08,2.48,22.44,13.85,1.79,7.58,2.53,799.16,13.41
2011,11,12,66.77,16.76,46.84,42.11,24.81,8.11,14.84,3.61,30.33,19.37,4.24,10.41,3.69,874.71,9.9
2011,11,13,61.35,20.63,40.94,-996,29.15,7.87,17.18,5.36,39.24,23.87,4.54,12.74,5.12,822.67,14.6
2011,11,14,73.56,39.98,60.82,-996,13.91,2.46,8.38,2.27,16.95,11.41,0,5.95,2.17,540.1,5.43
2011,11,15,94.5,31.94,59.8,39.58,18.66,0.15,8.32,4.22,21.92,15.56,0,6.15,3.8,673.24,15.33
2011,11,16,75.94,28.93,49.53,26.42,28.61,11.53,19.34,3.85,35.37,24.81,8.6,16.45,3.53,744.6,15.01
2011,11,17,93.5,38.54,66.82,19.72,17.09,3.17,9.55,3.46,21.05,13.65,0,7.3,3.08,668.79,15.26
2011,11,18,83.6,46.45,64.97,31.58,27.98,10,18.1,4.64,35.3,22.66,6.89,14.07,3.93,710.18,12.78
2011,11,19,96.9,24.31,67.81,36.78,25.21,3.13,13.8,4.7,31.5,21.5,0.32,10.46,4.46,674.08,11.94
2011,11,20,79.56,57.47,68.99,26.09,24.83,4.88,12.63,4.49,30.62,20.96,3.9,10.71,3.58,674.92,9.53
2011,11,21,98.2,67.64,85.48,29.7,21.81,2.64,9.68,2.96,25.66,17.2,2.27,8.12,2.41,101.99,1.19
2011,11,22,98.9,68.81,89.87,33.87,15.08,1.12,6.82,2.91,18.48,11.97,0,5.38,2.78,714.38,10.27
2011,11,23,99.6,30.74,75.81,27.14,13.31,0.77,7.12,3.01,16.59,10.73,0,4.34,2.52,646.88,14.61
2011,11,24,97.9,36.54,76.61,32.64,20.6,0.43,11.87,4.71,26.53,16.98,0,8.92,4.38,689.19,14.24
2011,11,25,98.4,73.47,88.27,42.26,23.22,6.56,13.55,3.84,30.69,18.66,4.32,10.54,3.33,462.29,5.86
2011,11,26,99.4,48.62,69.11,31.38,40.04,4.74,24.43,9.24,53.13,32.59,1.95,19.38,8.03,692.55,7.58
2011,11,27,76.7,19.41,49.66,21.69,23.29,4.08,13.42,5.24,31.27,19.39,0,10.03,5.17,654.27,14.69
2011,11,28,87.7,21.98,54.88,20.82,9.18,0.17,4.69,2.15,12.35,7.99,0,3.21,1.89,631.02,14.11
2011,11,29,88.4,31.95,64.07,24.88,20.89,1.38,9.48,4.8,26.66,17.39,0,6.66,4.89,765.58,13.2
2011,11,30,92.7,27.11,60.06,17.49,20.87,0.93,11.08,5.83,27.34,16.56,0,8.2,5.31,627.66,13.96
2011,12,1,88.8,46.78,67.14,25.35,25.52,3.69,14.06,5.54,33.91,20.98,3.09,11,4.92,670.72,12.64
2011,12,2,97.9,69.16,80.21,25.12,23.55,0.36,9,6.06,29.44,19.42,0,7.57,4.94,291.12,3.34
2011,12,3,99.8,65.99,88.21,26.93,29.8,1.93,11.58,5.24,38.72,23.94,1.32,9.3,4.22,608.1,7.13
2011,12,4,88.1,67.3,79.02,24.8,16.77,1.73,9.24,3.2,21.56,13.46,0.47,7.59,2.66,738.72,9.75
2011,12,5,83.4,65.55,75.66,10.87,26.6,7.43,19.08,4.14,33.69,21.3,5.64,15.51,3.39,165.54,3.16
2011,12,6,92.7,68.34,80.08,10.92,19.48,1.06,9.08,4.18,24.05,16.25,0,7.23,3.89,589.05,6.99
2011,12,7,94.5,31.53,73.93,8.02,10.24,1.26,6.23,2.09,12.28,8.37,0,4.22,1.84,614.9,13.61
2011,12,8,93.6,41.82,75.78,18.13,18.97,4.5,9.68,3.14,23.67,15.57,2.13,6.76,3.22,631.94,12.67
2011,12,9,95,68.82,84.38,20.98,18.79,3.19,12.64,3.52,24.85,16.19,0.16,10.1,3.7,581.07,11.48
2011,12,10,91.3,71.7,83.51,23.88,9.25,0.49,4.48,2.01,11.33,7.59,0,3.72,1.67,290.54,5.73
2011,12,11,96.4,83.6,90.69,31.55,18.57,4.33,10.74,3.94,22.79,14.88,3.28,8.55,3.19,165.2,1.99
2011,12,12,98.2,80.7,88.8,33.32,16.86,6.62,11.85,2.17,21.7,13.76,5.03,9.42,1.82,192.57,2.06
2011,12,13,100,92.6,97.4,33.65,22.79,1.21,12.63,5.08,30.62,18.75,0,10.11,4.22,111.4,1.2
2011,12,14,100,64.17,86.02,38.62,20.54,4.92,12.29,3.72,25.5,16.72,2.35,9.03,3.77,656.37,7.65
2011,12,15,92.5,57.97,71.9,32.77,19.57,0.26,10.3,3.83,23.89,16.4,0,7.99,3.71,604.16,11.52
2011,12,16,91.9,41.04,69.55,25.16,10.88,0.15,6.08,2.83,13.67,9.18,0,4.2,2.44,599.54,-996
2011,12,17,94.3,46.76,78.68,21.66,9.9,1.15,5.34,1.88,11.11,6.57,0,3.1,1.34,621.53,11.58
2011,12,18,87.1,45.15,70.17,33.52,19.57,2.99,10.51,4.21,24.05,15.35,1.62,7.78,3.78,344.34,5
2011,12,19,98.7,72.01,91.19,37.07,19.6,6.8,12.21,3.08,27.04,16.24,4.06,9.45,2.97,159.75,2.03
2011,12,20,98,78.67,87.75,22.67,28.61,3.06,14.45,7.23,35.37,23.17,1.78,11.34,6.34,138.01,1.88
2011,12,21,97.6,52.45,81.09,19.16,17.74,0.15,9.52,4.47,22.44,14.37,0,7,3.86,588.37,12.86
2011,12,22,95.6,74.55,86.68,19.56,26.31,3.43,16.57,5.91,35.95,21.41,1.41,13.18,5.26,130.37,2.04
2011,12,23,90,44.78,69.63,18.39,20.54,1.88,9.34,4.51,25.37,16.41,0,7.31,4.03,590.72,12.81
2011,12,24,93.2,34.8,73.75,17.37,11.06,0.15,4.11,2.06,12.93,7.93,0,2.68,1.9,638.66,6.39
2011,12,25,96.6,78.42,87.21,24.06,11.52,1.82,6.23,2.08,14.1,9.4,0.57,5.01,1.68,207.35,3.19
2011,12,26,93.9,69.05,85.26,23.66,14.08,0.38,6.14,3.23,19.89,11.82,0,4.56,2.76,632.19,7.01
2011,12,27,90.8,33.6,67.44,23.54,15.3,0.48,8.86,3.37,17.17,11.26,0,6.17,2.32,595.17,12.92
2011,12,28,94.6,46.04,74.2,21.87,16.82,0.61,6.87,3.24,21.18,14.1,0,4.87,2.89,594.59,12.92
2011,12,29,96.2,27.95,70.54,22.45,15.37,0.15,6.34,3.46,18.7,12.29,0,4.39,3.24,597.1,13.06
2011,12,30,89.5,19.63,51.01,29.02,22.86,2.14,9.66,4.06,28.05,17.96,0.07,6.63,3.44,607.26,12.97
2011,12,31,88.6,17.17,48.64,26,44.87,3.55,18.3,10.67,56.12,36.55,1.98,14.04,9.32,611.79,13.23
2012,1,1,74.5,20.92,50.89,22.86,21.56,2.49,10.5,4.13,28.43,17.4,0,7.67,4.08,696.75,12.64
2012,1,2,87.6,27.34,60.2,18.14,11.7,1.29,6.14,2.65,13.37,7.9,0,3.97,1.71,611.21,13.43
2012,1,3,87.4,24.97,56.02,16.67,23.94,2.83,11.76,5.77,31.43,19.55,1.68,8.52,5.28,610.95,13.39
2012,1,4,81.1,28.47,53.15,27.06,23,1.04,10.86,5.49,27.47,18.77,0,7.92,5.31,614.98,13.07
2012,1,5,88.1,16.85,55.19,17.26,17.41,2.66,9.6,3.89,22.15,14.67,0,6.66,3.7,624.3,13.72
2012,1,6,84.4,22.57,49.76,22.48,24.96,1.24,12.03,5.32,32.88,20.18,1.72,8.88,4.68,621.28,13.62
2012,1,7,68.62,29.02,46.74,26.45,24.23,6.39,12.33,4.15,30.85,19.93,2.23,9.75,3.7,613.22,13.49
2012,1,8,70.52,45.79,57.87,26.44,19.89,8.57,13.17,2.25,25.66,16.71,6.8,10.95,2.01,659.48,9.66
2012,1,9,72.77,42.35,56.09,25.48,18.75,0.3,10.08,4.09,24.63,15.16,0,7.92,3.81,325.79,4.81
2012,1,10,77.08,23.41,55.34,30.26,16.97,2.2,7.88,3.29,21.92,14.43,0,5.7,3.54,711.86,11.64
2012,1,11,87.4,37.1,62.82,19.57,39.03,0.16,16.61,13.38,48.81,32.28,0,13.31,11.18,711.02,12.4
2012,1,12,52.54,13.42,32.19,9.79,31.29,0.91,15.27,8.04,41.29,26.22,0,11.67,7.4,644.95,14.32
2012,1,13,78.81,13.88,45.85,9.17,17.66,0.17,5.78,3.58,23.31,14.54,0,3.25,3.05,638.99,14.16
2012,1,14,77.88,20.43,47.83,12.02,12.08,1.15,6.4,2.32,13.15,7.31,0,3.72,1.49,644.78,14.38
2012,1,15,87.4,23.03,54.05,16.28,27.16,0.15,13.64,6.93,34.43,21.83,0,10.12,6.05,742.92,11.21
2012,1,16,83.1,23.39,54.28,42.66,28.16,6.81,16.5,3.88,35.08,22.77,3.42,12.52,3.51,597.61,9.05
2012,1,17,67.61,31.33,50.7,14.98,33.89,5.63,13.79,5.8,40.49,27.58,2.6,10.63,5.45,645.62,14.41
2012,1,18,81.8,30.93,57.49,7.96,17,0.27,8.24,3.7,21.77,14.07,0,5.87,3.49,597.78,12.91
2012,1,19,93.1,29.7,62.35,17.63,17.21,0.77,10.48,3.61,20.38,14.01,0,8.09,3.55,649.99,14.26
2012,1,20,85.9,31.93,60.82,17.36,23.94,0.57,9.55,6.34,34.72,19.22,0,7.43,5.56,620.78,-996
2012,1,21,76.93,34.19,55.88,12.85,19.6,0.99,9.9,4.04,25.86,16.15,0.97,7.78,3.12,649.57,14.59
2012,1,22,92.2,15.83,61.65,22.04,50.02,2.39,18.05,11.15,62.93,37.49,1.02,13.68,9.31,599.71,11.98
2012,1,23,86.6,18.97,59.4,21.88,17.31,0.84,9.11,4.29,24.99,14.52,0.15,6.43,3.82,688.35,-996
2012,1,24,97.4,47.92,70.87,28.66,20.47,1.66,12.19,3.01,28.5,16.4,0.56,9.49,2.64,453.05,4.8
2012,1,25,97.4,66.29,88.8,30.13,28.27,2.5,14.27,6.26,35.59,22.12,0,10.79,5.83,632.7,7.09
2012,1,26,96,41.48,74.17,22.18,28.66,1.36,11.22,7.13,35.08,22.24,0,7.53,6.12,679.96,15.46
2012,1,27,90.1,31.06,62.48,30.18,31.27,5.24,14.71,5.57,39.91,23.73,3.66,10.88,4.6,673.24,13.63
2012,1,28,86.2,27.73,58.36,18.66,19.73,0.8,7.66,4.08,25.5,16.12,0.18,5.25,3.37,670.39,13.31
2012,1,29,88.8,26.53,62.19,17,18.05,0.15,9.08,4.46,23.76,15.09,0,6.58,3.99,695.91,16
2012,1,30,92.7,34.35,68.73,25.03,24.49,4.81,13.63,6,29.3,19.24,2.67,10.29,5.27,737.04,15.5
2012,1,31,96.6,27.53,63.34,39.26,22.41,3.35,10.56,3.91,26.82,17.48,0,7.75,3.57,730.33,14.43
2012,2,1,83.7,30.33,59.88,30.07,11.97,0.79,6.95,2.24,14.18,9.14,0,4.43,1.89,697.59,15.93
2012,2,2,92.3,63.15,79.38,27.49,21.54,1.9,12.47,5.03,27.92,17.67,0,9.29,5,763.06,9.85
2012,2,3,95.6,63.82,80.96,34.94,25.43,12.21,18.22,3.26,33.11,20.07,9.33,14.32,2.53,740.4,12.02
2012,2,4,74.95,51.08,63.94,29.85,28.88,9.55,18.77,3.98,38.14,22.15,6.35,14.4,3.25,835.26,9.2
2012,2,5,92.2,40.47,66.47,18.36,16.57,1.76,9.75,3.11,36.53,14.18,0,7.24,3.33,719.41,16.69
2012,2,6,86.4,30.61,61.31,14.29,9.29,0.15,5.75,2.09,15.93,8.12,0,3.69,2.05,719.41,16.64
2012,2,7,78.67,43.77,68.27,21.38,27.58,0.15,13.19,9.23,35.72,21.32,0,10,7.55,746.27,11.98
2012,2,8,87.6,53.14,73.15,14.52,17.73,1.29,7.91,3.08,23.67,13.55,0.63,6.09,2.31,1036.73,13.2
2012,2,9,96.2,64.77,85.57,20.13,22.19,4.67,11.51,3.03,28.21,17.57,3.44,9.3,2.77,761.39,7.97
2012,2,10,98.4,48.74,78.94,18.79,26.08,1.76,12.14,5.43,31.56,20.8,0.72,9.39,4.68,757.19,17.43
2012,2,11,85.1,44.45,58.38,4.95,23.98,3.32,14.24,4.19,29.75,20.2,2.63,11.84,3.58,747.11,16.43
2012,2,12,98.8,40.38,66.3,13.66,22.7,3.44,11.07,3.54,26.89,19.01,3.23,9.27,2.99,607.01,6.7
2012,2,13,99.4,58.17,90.65,15.21,21.99,1.26,11.93,5.36,26.89,18.66,0,9.61,5.23,817.63,13.14
2012,2,14,100,85.1,97.52,24.17,20.42,0.69,7.79,2.63,29.59,15.13,0,5.77,2.37,638.32,7.99
2012,2,15,100,27.8,74.27,28.71,29.71,0.23,13.87,7.51,36.53,24.16,0,10.56,6.4,784.05,17.7
2012,2,16,94.5,61.95,82.93,24.92,18.52,0.59,6.56,3.99,21.85,14.46,0,4.66,3.41,1003.99,11.12
2012,2,17,98.2,68.49,85.16,35.33,8.5,0.15,4.13,1.74,10.16,6.41,0,2.56,1.61,575.36,7.74
2012,2,18,98.7,89.2,93.58,32.64,22.26,3.12,12.26,4.9,28.5,17.75,0.04,9.69,4.24,227.07,3.01
2012,2,19,95.9,74.74,87.43,34.89,16.37,0.14,8.09,4.5,20.54,13.44,0,6.28,3.8,433.49,8.03
2012,2,20,96.8,14.05,68.17,26.85,44.2,0.62,17.98,9.55,53.19,34.11,0,13.84,8.23,822.67,14.87
